LATITUDE,LONGITUDE,BRIGHTNESS,SCAN,TRACK,ACQ_DATE,ACQ_TIME,SATELLITE,CONFIDENCE,VERSION,BRIGHT_T31,FRP,DAYNIGHT
-16.6666600000,-60.4759300000,382.4800000000,1.0500000000,1.0200000000,2022/11/17,"1409",T,"100",6.1NRT,321.7200000000,155.5100000000,D
-16.6744300000,-60.4869700000,370.9600000000,1.0400000000,1.0200000000,2022/11/17,"1409",T,"100",6.1NRT,315.7300000000,111.0200000000,D
-16.6757800000,-60.4772600000,373.0300000000,1.0500000000,1.0200000000,2022/11/17,"1409",T,"100",6.1NRT,317.4400000000,119.2100000000,D
-16.4577000000,-62.6785100000,347.2900000000,1.0200000000,1.0100000000,2022/11/17,"1409",T,"93",6.1NRT,306.9600000000,44.9500000000,D
-16.7035400000,-61.1278300000,347.3200000000,1.0100000000,1.0100000000,2022/11/17,"1409",T,"93",6.1NRT,312.2500000000,44.3100000000,D
-17.8610600000,-62.8475000000,350.9800000000,1.0200000000,1.0100000000,2022/11/17,"1412",T,"95",6.1NRT,316.5200000000,44.9300000000,D
-17.8624900000,-62.8380500000,350.6200000000,1.0200000000,1.0100000000,2022/11/17,"1412",T,"94",6.1NRT,315.9000000000,45.7500000000,D
-18.1939500000,-62.1549600000,348.6700000000,1.0000000000,1.0000000000,2022/11/17,"1412",T,"93",6.1NRT,315.0300000000,40.7800000000,D
-18.1953200000,-62.1456300000,362.1200000000,1.0000000000,1.0000000000,2022/11/17,"1412",T,"100",6.1NRT,319.5700000000,72.9400000000,D
-18.6465000000,-62.7722700000,357.0800000000,1.0100000000,1.0000000000,2022/11/17,"1412",T,"98",6.1NRT,318.3500000000,58.8300000000,D
-18.6540500000,-62.7831300000,354.2400000000,1.0100000000,1.0000000000,2022/11/17,"1412",T,"96",6.1NRT,317.2500000000,51.8800000000,D
-18.6554500000,-62.7737100000,355.8500000000,1.0100000000,1.0000000000,2022/11/17,"1412",T,"97",6.1NRT,319.1200000000,57.2100000000,D
-18.6789600000,-62.7389100000,349.8700000000,1.0100000000,1.0000000000,2022/11/17,"1412",T,"94",6.1NRT,314.8300000000,44.9100000000,D
-18.6803600000,-62.7294900000,354.3400000000,1.0100000000,1.0000000000,2022/11/17,"1412",T,"96",6.1NRT,315.4900000000,55.0200000000,D
-18.7259800000,-64.1865200000,358.2300000000,1.0900000000,1.0400000000,2022/11/17,"1412",T,"99",6.1NRT,309.2600000000,78.4000000000,D
-18.8994900000,-63.1133800000,347.5600000000,1.0200000000,1.0100000000,2022/11/17,"1412",T,"92",6.1NRT,315.9100000000,42.2500000000,D
-20.7828000000,-59.9782700000,397.1000000000,1.1900000000,1.0800000000,2022/11/17,"1412",T,"100",6.1NRT,319.9000000000,284.0700000000,D
-20.7842600000,-59.9669600000,372.0000000000,1.1900000000,1.0900000000,2022/11/17,"1412",T,"100",6.1NRT,316.5000000000,137.1200000000,D
-21.2611200000,-57.7455800000,383.2200000000,1.6600000000,1.2700000000,2022/11/17,"1412",T,"100",6.1NRT,311.3800000000,331.7400000000,D
-22.5941400000,-58.7338100000,344.5400000000,1.4800000000,1.2000000000,2022/11/17,"1412",T,"92",6.1NRT,306.5500000000,75.5800000000,D
-22.6551300000,-58.8056700000,350.0900000000,1.4700000000,1.2000000000,2022/11/17,"1412",T,"95",6.1NRT,309.1800000000,94.1100000000,D
-22.2924600000,-64.0839000000,359.7900000000,1.0200000000,1.0100000000,2022/11/17,"1412",T,"99",6.1NRT,310.8200000000,74.8300000000,D
-22.3371700000,-63.8506900000,345.9900000000,1.0100000000,1.0100000000,2022/11/17,"1412",T,"91",6.1NRT,304.4600000000,45.1500000000,D
-22.8345200000,-61.9368400000,347.9500000000,1.0400000000,1.0200000000,2022/11/17,"1412",T,"93",6.1NRT,313.1500000000,44.4900000000,D
-22.8664400000,-64.1299000000,353.3200000000,1.0200000000,1.0100000000,2022/11/17,"1412",T,"96",6.1NRT,307.0500000000,59.0900000000,D
-23.1993300000,-64.4264500000,362.6600000000,1.0300000000,1.0100000000,2022/11/17,"1412",T,"100",6.1NRT,308.2900000000,80.2300000000,D
-23.3449900000,-64.6180400000,355.4600000000,1.0400000000,1.0200000000,2022/11/17,"1412",T,"97",6.1NRT,304.5000000000,67.2200000000,D
-23.4673200000,-64.4824600000,349.1900000000,1.0300000000,1.0100000000,2022/11/17,"1412",T,"93",6.1NRT,309.0800000000,44.7700000000,D
-23.5020000000,-64.4987400000,346.7800000000,1.0300000000,1.0100000000,2022/11/17,"1412",T,"92",6.1NRT,307.1100000000,41.4100000000,D
-26.7554600000,-63.8693600000,391.7200000000,1.0000000000,1.0000000000,2022/11/17,"1414",T,"100",6.1NRT,312.1800000000,194.1800000000,D
-27.7373100000,-56.1001400000,349.7000000000,2.6500000000,1.5600000000,2022/11/17,"1414",T,"95",6.1NRT,305.5300000000,229.2000000000,D
-27.4804000000,-62.4685400000,349.8100000000,1.0800000000,1.0400000000,2022/11/17,"1414",T,"93",6.1NRT,321.6400000000,46.9900000000,D
-27.4896900000,-62.4700500000,365.0500000000,1.0800000000,1.0400000000,2022/11/17,"1414",T,"100",6.1NRT,323.4600000000,90.4500000000,D
-27.4911100000,-62.4592100000,349.7600000000,1.0800000000,1.0400000000,2022/11/17,"1414",T,"93",6.1NRT,318.5800000000,47.7400000000,D
-27.7818700000,-62.9083200000,350.4300000000,1.0500000000,1.0200000000,2022/11/17,"1414",T,"94",6.1NRT,317.6100000000,46.5800000000,D
-28.0106600000,-61.7980800000,355.7600000000,1.1600000000,1.0700000000,2022/11/17,"1414",T,"97",6.1NRT,316.0000000000,76.7800000000,D
-28.6095300000,-60.9819700000,385.8500000000,1.2900000000,1.1300000000,2022/11/17,"1414",T,"100",6.1NRT,326.9300000000,232.4400000000,D
-28.6110700000,-60.9688300000,352.5600000000,1.2900000000,1.1300000000,2022/11/17,"1414",T,"95",6.1NRT,319.3800000000,70.8800000000,D
-28.6212100000,-60.9703300000,347.2600000000,1.2900000000,1.1300000000,2022/11/17,"1414",T,"92",6.1NRT,316.8800000000,54.4900000000,D
-28.7402100000,-62.4608400000,355.9000000000,1.1000000000,1.0500000000,2022/11/17,"1414",T,"97",6.1NRT,316.3100000000,66.8100000000,D
-29.3282500000,-61.2581000000,406.6000000000,1.2700000000,1.1200000000,2022/11/17,"1414",T,"100",6.1NRT,322.6100000000,394.4400000000,D
-29.3298100000,-61.2450600000,370.2600000000,1.2700000000,1.1200000000,2022/11/17,"1414",T,"100",6.1NRT,315.4200000000,141.5900000000,D
-31.3137900000,-64.9336300000,368.1200000000,1.0000000000,1.0000000000,2022/11/17,"1414",T,"100",6.1NRT,309.3200000000,100.4800000000,D
-31.3212700000,-64.9457000000,364.1400000000,1.0000000000,1.0000000000,2022/11/17,"1414",T,"100",6.1NRT,309.2800000000,87.6600000000,D
-31.3227500000,-64.9353200000,371.2400000000,1.0000000000,1.0000000000,2022/11/17,"1414",T,"100",6.1NRT,309.0200000000,110.4900000000,D
-1.4378100000,-53.4481400000,388.8800000000,1.7600000000,1.3000000000,2022/11/17,"1407",T,"100",6.1NRT,298.7000000000,422.7100000000,D
-1.4344300000,-53.4541700000,363.8200000000,1.7600000000,1.3000000000,2022/11/17,"1407",T,"100",6.1NRT,299.7000000000,201.0900000000,D
-12.0406400000,-60.3871500000,355.7300000000,1.0000000000,1.0000000000,2022/11/17,"1409",T,"98",6.1NRT,301.5000000000,66.8900000000,D
-12.7620700000,-61.9344700000,364.5100000000,1.0300000000,1.0100000000,2022/11/17,"1409",T,"100",6.1NRT,305.7300000000,90.8400000000,D
-13.1950400000,-63.1615100000,367.5200000000,1.1200000000,1.0600000000,2022/11/17,"1409",T,"100",6.1NRT,307.4900000000,108.6400000000,D
-13.1965900000,-63.1513100000,368.9800000000,1.1200000000,1.0600000000,2022/11/17,"1409",T,"100",6.1NRT,304.9000000000,114.4300000000,D
-13.2215300000,-63.1508700000,348.3300000000,1.1200000000,1.0500000000,2022/11/17,"1409",T,"93",6.1NRT,307.8900000000,49.7000000000,D
27.7279800000,102.2172300000,331.0600000000,1.0200000000,1.0100000000,2022/11/17,"1505",T,"100",6.1NRT,286.7200000000,33.0300000000,N
-5.1700900000,-36.8979100000,351.4700000000,2.8400000000,1.6100000000,2022/11/17,"1541",A,"95",6.1NRT,300.3000000000,236.4400000000,D
-5.1683100000,-36.9029000000,348.4200000000,2.8400000000,1.6100000000,2022/11/17,"1541",A,"94",6.1NRT,300.3800000000,208.5600000000,D
32.8843300000,-98.3067900000,347.2900000000,1.0600000000,1.0300000000,2022/11/17,"1713",T,"95",6.1NRT,292.1400000000,60.6200000000,D
32.8825400000,-98.2957000000,368.4700000000,1.0600000000,1.0300000000,2022/11/17,"1713",T,"100",6.1NRT,293.7000000000,119.5700000000,D
32.1496400000,-101.9291400000,344.1900000000,1.0600000000,1.0300000000,2022/11/17,"1713",T,"94",6.1NRT,292.4000000000,52.3600000000,D
-15.2931300000,126.9360400000,325.9200000000,2.4200000000,1.5000000000,2022/11/17,"1637",A,"100",6.1NRT,290.2200000000,76.8000000000,N
-15.2888100000,126.9318200000,328.4000000000,2.4200000000,1.5000000000,2022/11/17,"1637",A,"100",6.1NRT,290.3600000000,87.8200000000,N
-17.1625300000,138.9977000000,318.4800000000,1.7500000000,1.3000000000,2022/11/17,"1637",A,"97",6.1NRT,294.8900000000,33.3300000000,N
-33.3430900000,-59.5030800000,364.0100000000,4.4400000000,1.9400000000,2022/11/17,"1711",A,"94",6.1NRT,305.5300000000,739.1800000000,D
-29.5734400000,-50.9876300000,342.4300000000,1.1600000000,1.0700000000,2022/11/17,"1713",A,"91",6.1NRT,300.3700000000,51.6800000000,D
-29.1699100000,-50.6815500000,341.4200000000,1.1200000000,1.0500000000,2022/11/17,"1713",A,"91",6.1NRT,304.6000000000,43.9800000000,D
-28.6907400000,-52.7230800000,344.8100000000,1.4000000000,1.1700000000,2022/11/17,"1713",A,"91",6.1NRT,310.4700000000,62.9900000000,D
-27.8865900000,-49.4176600000,380.2400000000,1.0100000000,1.0100000000,2022/11/17,"1713",A,"100",6.1NRT,307.0600000000,152.8700000000,D
-27.8880300000,-49.4279900000,344.6300000000,1.0100000000,1.0100000000,2022/11/17,"1713",A,"93",6.1NRT,304.2300000000,47.9400000000,D
-27.8585100000,-49.3491600000,350.5700000000,1.0100000000,1.0000000000,2022/11/17,"1713",A,"95",6.1NRT,299.7800000000,60.3800000000,D
-27.7778600000,-49.7713100000,357.0200000000,1.0300000000,1.0100000000,2022/11/17,"1713",A,"98",6.1NRT,305.8000000000,72.6900000000,D
-28.3222600000,-55.3362000000,351.3200000000,2.0400000000,1.3900000000,2022/11/17,"1713",A,"95",6.1NRT,309.0100000000,154.9600000000,D
-26.0274000000,-49.7223400000,354.1200000000,1.0100000000,1.0000000000,2022/11/17,"1713",A,"97",6.1NRT,304.8600000000,65.5900000000,D
-25.7930500000,-51.4032500000,353.4200000000,1.1100000000,1.0500000000,2022/11/17,"1713",A,"97",6.1NRT,301.7500000000,76.8100000000,D
-5.2434600000,-48.3183000000,351.4400000000,1.8900000000,1.3400000000,2022/11/17,"1719",A,"96",6.1NRT,300.1700000000,136.7500000000,D
-3.7803500000,-52.0778800000,370.0600000000,1.1200000000,1.0600000000,2022/11/17,"1719",A,"100",6.1NRT,304.7000000000,126.1900000000,D
-4.0908100000,-54.6041300000,401.0200000000,1.0100000000,1.0000000000,2022/11/17,"1719",A,"100",6.1NRT,302.4200000000,254.7400000000,D
-3.5866300000,-52.5839800000,363.5400000000,1.0700000000,1.0300000000,2022/11/17,"1719",A,"100",6.1NRT,303.8700000000,95.7300000000,D
-3.5787800000,-52.5948900000,361.0800000000,1.0700000000,1.0300000000,2022/11/17,"1719",A,"94",6.1NRT,299.9600000000,88.7100000000,D
-3.6397100000,-54.1627700000,387.3200000000,1.0000000000,1.0000000000,2022/11/17,"1719",A,"100",6.1NRT,296.6300000000,178.2100000000,D
-3.6769300000,-54.4211700000,363.2200000000,1.0000000000,1.0000000000,2022/11/17,"1719",A,"100",6.1NRT,298.7400000000,87.4600000000,D
-3.6782100000,-54.4300800000,380.0800000000,1.0000000000,1.0000000000,2022/11/17,"1719",A,"100",6.1NRT,299.5100000000,146.3200000000,D
-3.5162800000,-53.9407300000,382.7000000000,1.0000000000,1.0000000000,2022/11/17,"1719",A,"100",6.1NRT,301.2400000000,155.8100000000,D
-3.3344600000,-53.1932400000,344.1400000000,1.0300000000,1.0100000000,2022/11/17,"1719",A,"92",6.1NRT,301.3100000000,43.7800000000,D
-3.4535100000,-54.3384300000,368.5600000000,1.0000000000,1.0000000000,2022/11/17,"1719",A,"100",6.1NRT,303.6400000000,102.7700000000,D
-3.4547900000,-54.3473400000,356.7000000000,1.0000000000,1.0000000000,2022/11/17,"1719",A,"98",6.1NRT,302.7800000000,69.3900000000,D
-2.9569900000,-51.5484300000,363.5600000000,1.2200000000,1.1000000000,2022/11/17,"1719",A,"100",6.1NRT,299.7300000000,117.1800000000,D
-3.0931300000,-52.9252000000,383.2300000000,1.0500000000,1.0200000000,2022/11/17,"1719",A,"100",6.1NRT,304.8000000000,170.6900000000,D
-3.1213300000,-53.1208500000,370.4900000000,1.0400000000,1.0200000000,2022/11/17,"1719",A,"94",6.1NRT,305.6000000000,115.2400000000,D
-3.2298500000,-53.9374000000,344.0000000000,1.0000000000,1.0000000000,2022/11/17,"1719",A,"92",6.1NRT,300.2200000000,41.3700000000,D
-3.1127100000,-53.2538000000,343.1700000000,1.0300000000,1.0100000000,2022/11/17,"1719",A,"91",6.1NRT,300.0100000000,42.6600000000,D
-3.3210500000,-54.6977700000,343.4200000000,1.0100000000,1.0000000000,2022/11/17,"1719",A,"92",6.1NRT,299.3900000000,40.9200000000,D
-3.0646300000,-52.9866600000,345.5400000000,1.0500000000,1.0200000000,2022/11/17,"1719",A,"93",6.1NRT,302.5400000000,49.4600000000,D
-3.0554900000,-52.9880500000,353.5900000000,1.0500000000,1.0200000000,2022/11/17,"1719",A,"97",6.1NRT,299.0600000000,65.9900000000,D
-3.2000200000,-54.2386400000,345.5700000000,1.0000000000,1.0000000000,2022/11/17,"1719",A,"93",6.1NRT,303.7500000000,44.2900000000,D
-2.8881100000,-52.4028100000,350.0800000000,1.1100000000,1.0500000000,2022/11/17,"1719",A,"95",6.1NRT,302.4400000000,62.5400000000,D
-2.8772700000,-52.3942500000,367.0200000000,1.1100000000,1.0500000000,2022/11/17,"1719",A,"100",6.1NRT,306.9600000000,114.1400000000,D
-2.8787300000,-52.4041800000,361.1800000000,1.1100000000,1.0500000000,2022/11/17,"1719",A,"100",6.1NRT,301.4800000000,93.9600000000,D
-2.9368700000,-54.0071300000,347.5100000000,1.0000000000,1.0000000000,2022/11/17,"1721",A,"94",6.1NRT,304.0500000000,46.9300000000,D
-2.9253400000,-53.9905800000,365.5900000000,1.0000000000,1.0000000000,2022/11/17,"1721",A,"100",6.1NRT,302.1400000000,90.8500000000,D
-2.9163800000,-53.9918800000,345.6700000000,1.0000000000,1.0000000000,2022/11/17,"1721",A,"93",6.1NRT,304.5800000000,44.2100000000,D
-2.9176700000,-54.0008100000,349.8000000000,1.0000000000,1.0000000000,2022/11/17,"1721",A,"95",6.1NRT,302.1000000000,52.3300000000,D
-2.8828200000,-53.8231900000,347.8400000000,1.0100000000,1.0000000000,2022/11/17,"1721",A,"94",6.1NRT,301.1700000000,51.7200000000,D
-2.2775800000,-53.5236200000,364.4300000000,1.0300000000,1.0100000000,2022/11/17,"1721",A,"94",6.1NRT,294.7100000000,95.2600000000,D
-2.2621600000,-54.4994600000,356.1200000000,1.0000000000,1.0000000000,2022/11/17,"1721",A,"98",6.1NRT,297.0400000000,69.0800000000,D
-2.1825100000,-54.4631100000,342.6900000000,1.0000000000,1.0000000000,2022/11/17,"1721",A,"91",6.1NRT,300.7100000000,35.9200000000,D
-2.1838000000,-54.4720000000,345.9100000000,1.0000000000,1.0000000000,2022/11/17,"1721",A,"93",6.1NRT,304.9000000000,42.9600000000,D
-2.0348000000,-54.2630500000,355.6100000000,1.0000000000,1.0000000000,2022/11/17,"1721",A,"98",6.1NRT,303.7100000000,65.1300000000,D
-1.9329800000,-54.5172200000,342.9100000000,1.0000000000,1.0000000000,2022/11/17,"1721",A,"91",6.1NRT,298.9600000000,41.1300000000,D
-1.9342600000,-54.5261100000,357.2000000000,1.0000000000,1.0000000000,2022/11/17,"1721",A,"98",6.1NRT,297.6300000000,71.5900000000,D
-1.7852100000,-53.9370900000,371.3500000000,1.0100000000,1.0100000000,2022/11/17,"1721",A,"100",6.1NRT,300.8500000000,114.2200000000,D
-1.7313100000,-54.3315800000,351.8900000000,1.0000000000,1.0000000000,2022/11/17,"1721",A,"91",6.1NRT,296.2000000000,56.4400000000,D
-1.7223600000,-54.3328800000,392.4900000000,1.0000000000,1.0000000000,2022/11/17,"1721",A,"94",6.1NRT,293.1500000000,202.0400000000,D
-1.7928200000,-54.8221800000,359.1800000000,1.0000000000,1.0000000000,2022/11/17,"1721",A,"99",6.1NRT,285.5700000000,81.1200000000,D
-1.4440600000,-53.6784900000,391.6000000000,1.0300000000,1.0100000000,2022/11/17,"1721",A,"100",6.1NRT,288.9800000000,206.2200000000,D
-1.8233600000,-56.3102100000,348.3600000000,1.0900000000,1.0400000000,2022/11/17,"1721",A,"95",6.1NRT,289.8000000000,60.9100000000,D
-1.8247500000,-56.3198300000,341.2700000000,1.0900000000,1.0400000000,2022/11/17,"1721",A,"92",6.1NRT,288.0600000000,46.2100000000,D
-1.3737800000,-53.5765300000,354.9300000000,1.0300000000,1.0200000000,2022/11/17,"1721",A,"97",6.1NRT,281.0400000000,71.8400000000,D
-1.3329500000,-53.9972600000,343.0200000000,1.0100000000,1.0100000000,2022/11/17,"1721",A,"92",6.1NRT,297.8700000000,41.4900000000,D
-1.2283500000,-55.8311700000,351.8000000000,1.0400000000,1.0200000000,2022/11/17,"1721",A,"96",6.1NRT,283.6900000000,65.6700000000,D
-23.3707000000,-47.1921600000,344.7400000000,1.1600000000,1.0700000000,2022/11/17,"1715",A,"92",6.1NRT,305.8000000000,54.9900000000,D
-23.3725200000,-47.2034500000,351.1700000000,1.1500000000,1.0700000000,2022/11/17,"1715",A,"95",6.1NRT,308.1800000000,70.5200000000,D
-23.3610900000,-47.1938300000,345.9800000000,1.1600000000,1.0700000000,2022/11/17,"1715",A,"92",6.1NRT,304.3900000000,57.9700000000,D
-23.3629300000,-47.2051800000,365.6800000000,1.1500000000,1.0700000000,2022/11/17,"1715",A,"100",6.1NRT,306.2200000000,116.9800000000,D
-21.3194600000,-49.0472800000,366.8500000000,1.0400000000,1.0200000000,2022/11/17,"1715",A,"100",6.1NRT,309.7700000000,90.7100000000,D
-20.5560600000,-58.6463000000,348.4200000000,2.8000000000,1.6000000000,2022/11/17,"1717",A,"94",6.1NRT,310.3700000000,209.1200000000,D
-20.6740800000,-60.0428500000,344.2500000000,3.5700000000,1.7700000000,2022/11/17,"1717",A,"91",6.1NRT,315.4900000000,220.8500000000,D
-16.6887600000,-52.7828700000,356.3300000000,1.0500000000,1.0300000000,2022/11/17,"1717",A,"98",6.1NRT,313.7800000000,63.7700000000,D
-16.6831200000,-60.4179800000,354.4300000000,3.3900000000,1.7400000000,2022/11/17,"1717",A,"97",6.1NRT,309.2400000000,354.6400000000,D
-15.2594800000,-49.3551100000,345.3300000000,1.1400000000,1.0600000000,2022/11/17,"1717",A,"91",6.1NRT,305.6200000000,46.1400000000,D
-16.6691000000,-60.3955400000,359.8200000000,3.3700000000,1.7300000000,2022/11/17,"1717",A,"99",6.1NRT,310.8900000000,436.7700000000,D
-16.6723400000,-60.4266700000,371.4300000000,3.3900000000,1.7400000000,2022/11/17,"1717",A,"100",6.1NRT,310.7200000000,639.9200000000,D
-16.6756200000,-60.4581900000,346.3900000000,3.4100000000,1.7400000000,2022/11/17,"1717",A,"92",6.1NRT,307.1700000000,247.9900000000,D
-16.6789100000,-60.4898500000,361.4600000000,3.4300000000,1.7400000000,2022/11/17,"1717",A,"100",6.1NRT,311.0400000000,454.6600000000,D
-16.6599100000,-60.4597200000,352.5900000000,3.4100000000,1.7400000000,2022/11/17,"1717",A,"96",6.1NRT,306.3900000000,318.7300000000,D
-16.6631600000,-60.4913600000,359.5000000000,3.4300000000,1.7400000000,2022/11/17,"1717",A,"99",6.1NRT,308.8300000000,414.6900000000,D
-16.0014000000,-60.2011100000,351.0200000000,3.1900000000,1.6900000000,2022/11/17,"1717",A,"95",6.1NRT,310.6400000000,279.1900000000,D
-15.9620300000,-60.8472900000,352.9900000000,3.5700000000,1.7700000000,2022/11/17,"1717",A,"96",6.1NRT,310.0500000000,347.0400000000,D
-16.0637800000,-61.8666000000,375.1300000000,4.2800000000,1.9100000000,2022/11/17,"1717",A,"100",6.1NRT,306.8400000000,1019.9600000000,D
-15.9538900000,-60.8528700000,348.2000000000,3.5700000000,1.7700000000,2022/11/17,"1717",A,"93",6.1NRT,309.8600000000,293.5800000000,D
-16.0620200000,-61.8709400000,373.8800000000,4.2800000000,1.9100000000,2022/11/17,"1717",A,"100",6.1NRT,306.8900000000,982.2700000000,D
-11.9945600000,-51.5308500000,354.1800000000,1.0200000000,1.0100000000,2022/11/17,"1719",A,"97",6.1NRT,304.7700000000,59.8800000000,D
-11.6571700000,-54.3921000000,344.9800000000,1.1000000000,1.0500000000,2022/11/17,"1719",A,"93",6.1NRT,298.9800000000,49.4500000000,D
-11.6585500000,-54.4020800000,353.2800000000,1.1000000000,1.0500000000,2022/11/17,"1719",A,"97",6.1NRT,302.6400000000,69.9100000000,D
-9.7745700000,-49.4889900000,348.4200000000,1.3100000000,1.1400000000,2022/11/17,"1719",A,"94",6.1NRT,303.3700000000,67.5800000000,D
-9.8408900000,-61.9951700000,363.2000000000,3.6000000000,1.7800000000,2022/11/17,"1719",A,"100",6.1NRT,292.3100000000,566.2400000000,D
-9.8477700000,-62.0013100000,356.2500000000,3.6000000000,1.7800000000,2022/11/17,"1719",A,"98",6.1NRT,292.3200000000,444.3600000000,D
23.8405900000,53.6623800000,327.9600000000,1.0300000000,1.0100000000,2022/11/17,"1819",T,"100",6.1NRT,294.5600000000,26.8400000000,N
23.8391200000,53.6524800000,315.8000000000,1.0300000000,1.0200000000,2022/11/17,"1819",T,"92",6.1NRT,295.6600000000,13.8600000000,N
24.1178700000,52.7551000000,322.1300000000,1.0900000000,1.0400000000,2022/11/17,"1819",T,"92",6.1NRT,267.9300000000,0.0000000000,N
47.2492700000,-116.4345200000,340.7900000000,1.1800000000,1.0800000000,2022/11/17,"1849",T,"92",6.1NRT,273.6400000000,64.5100000000,D
47.2399400000,-116.4383500000,343.2400000000,1.1800000000,1.0800000000,2022/11/17,"1849",T,"93",6.1NRT,271.3400000000,69.9400000000,D
47.2373100000,-116.4238100000,345.3000000000,1.1800000000,1.0800000000,2022/11/17,"1849",T,"94",6.1NRT,270.7200000000,74.9900000000,D
45.8837900000,-123.3975300000,346.2600000000,1.1000000000,1.0500000000,2022/11/17,"1849",T,"94",6.1NRT,275.8900000000,68.6200000000,D
-15.4995300000,-68.7289000000,369.6800000000,2.6100000000,1.5500000000,2022/11/17,"1857",A,"100",6.1NRT,310.8800000000,399.9900000000,D
-14.6829300000,-70.6481900000,351.6800000000,1.9400000000,1.3600000000,2022/11/17,"1857",A,"95",6.1NRT,321.7800000000,115.2900000000,D
-14.6781500000,-70.6556200000,349.6500000000,1.9400000000,1.3600000000,2022/11/17,"1857",A,"94",6.1NRT,319.2200000000,106.0000000000,D
-13.6159600000,-72.1702400000,365.7400000000,1.5700000000,1.2300000000,2022/11/17,"1857",A,"100",6.1NRT,296.6600000000,173.2100000000,D
-13.5315300000,-72.3493800000,347.0900000000,1.5300000000,1.2200000000,2022/11/17,"1857",A,"92",6.1NRT,325.1000000000,60.5700000000,D
-13.5335900000,-72.3619800000,354.1000000000,1.5300000000,1.2200000000,2022/11/17,"1857",A,"96",6.1NRT,323.5000000000,91.9800000000,D
-13.5125400000,-72.5330800000,345.3300000000,1.4800000000,1.2000000000,2022/11/17,"1857",A,"91",6.1NRT,310.4400000000,63.6600000000,D
-13.5146200000,-72.5460400000,373.2800000000,1.4800000000,1.2000000000,2022/11/17,"1857",A,"100",6.1NRT,316.6000000000,197.7500000000,D
-13.5020300000,-72.5361300000,383.6000000000,1.4800000000,1.2000000000,2022/11/17,"1857",A,"100",6.1NRT,303.9200000000,273.4400000000,D
-13.5044600000,-72.5513300000,390.4300000000,1.4800000000,1.2000000000,2022/11/17,"1857",A,"100",6.1NRT,310.7800000000,330.7400000000,D
-13.5680700000,-73.0829100000,345.6100000000,1.3600000000,1.1600000000,2022/11/17,"1857",A,"91",6.1NRT,305.6800000000,66.4100000000,D
-13.3420800000,-72.8898800000,344.0000000000,1.4100000000,1.1800000000,2022/11/17,"1857",A,"91",6.1NRT,297.5800000000,70.6200000000,D
-13.3311400000,-72.8888100000,370.7200000000,1.4100000000,1.1800000000,2022/11/17,"1857",A,"100",6.1NRT,303.8700000000,184.1600000000,D
-2.0236100000,-80.0875200000,344.8800000000,1.0200000000,1.0100000000,2022/11/17,"1900",A,"92",6.1NRT,298.0700000000,44.2200000000,D
-1.4012600000,-79.9839200000,358.2800000000,1.0100000000,1.0000000000,2022/11/17,"1900",A,"99",6.1NRT,302.7300000000,68.5500000000,D
-1.4064400000,-80.0841800000,366.1700000000,1.0100000000,1.0100000000,2022/11/17,"1900",A,"100",6.1NRT,300.2200000000,92.4800000000,D
-1.2870000000,-79.6420400000,347.6100000000,1.0000000000,1.0000000000,2022/11/17,"1900",A,"94",6.1NRT,298.0000000000,46.9100000000,D
-33.3401600000,-59.4732000000,346.0800000000,4.3100000000,1.9200000000,2022/11/17,"1849",A,"91",6.1NRT,306.8900000000,346.8900000000,D
-31.3567200000,-64.9551600000,444.3800000000,2.1700000000,1.4300000000,2022/11/17,"1851",A,"100",6.1NRT,311.9700000000,1950.6500000000,D
-31.3611000000,-64.9765500000,363.2000000000,2.1600000000,1.4300000000,2022/11/17,"1851",A,"100",6.1NRT,305.0500000000,253.7400000000,D
-31.3397000000,-64.9375800000,384.4300000000,2.1800000000,1.4300000000,2022/11/17,"1851",A,"100",6.1NRT,309.1600000000,494.5700000000,D
-31.3439400000,-64.9582000000,445.6600000000,2.1700000000,1.4300000000,2022/11/17,"1851",A,"100",6.1NRT,325.4700000000,1991.5200000000,D
-31.3483900000,-64.9798300000,355.3600000000,2.1600000000,1.4300000000,2022/11/17,"1851",A,"97",6.1NRT,308.9300000000,186.4200000000,D
-31.3226200000,-64.9199400000,351.6800000000,2.1900000000,1.4300000000,2022/11/17,"1851",A,"94",6.1NRT,307.4700000000,166.3100000000,D
-31.3267700000,-64.9399800000,366.3600000000,2.1800000000,1.4300000000,2022/11/17,"1851",A,"100",6.1NRT,312.4300000000,283.4800000000,D
-31.3311200000,-64.9610300000,355.0400000000,2.1700000000,1.4300000000,2022/11/17,"1851",A,"97",6.1NRT,308.5700000000,183.0100000000,D
-31.3139600000,-64.9429600000,364.0300000000,2.1800000000,1.4300000000,2022/11/17,"1851",A,"100",6.1NRT,311.3900000000,265.9000000000,D
-31.3183800000,-64.9642300000,376.9000000000,2.1700000000,1.4300000000,2022/11/17,"1851",A,"100",6.1NRT,312.1100000000,394.7300000000,D
-29.0967700000,-62.4839300000,351.2000000000,3.5700000000,1.7700000000,2022/11/17,"1851",A,"94",6.1NRT,316.0600000000,295.4400000000,D
-28.9035700000,-62.6362700000,363.7200000000,3.5300000000,1.7700000000,2022/11/17,"1851",A,"94",6.1NRT,314.9100000000,499.4800000000,D
-27.4899600000,-63.0410100000,347.7700000000,3.6000000000,1.7800000000,2022/11/17,"1851",A,"92",6.1NRT,311.7000000000,272.4500000000,D
